Rayon;Libellé produit;Marque;Code Produit;Température;Conditionnement;Unité de commande;Prix;Prix à l'unité de mesure;Prix à la portion;DLC garantie au client
Boissons;Boisson Soja FSC Bio;TG NATURA;302243;Frais;Par bouteille de 1 kg. Colis de 8 bouteilles. ;bouteille;  1,81 EUR;  1,81 EUR / kg; 14,46 EUR / colis;7 jour(s)
Épicerie;Thé vert fairtrade bio;TG NATURA;302279;Ambiant;Portion de 1.48 g. Boite de 25 portions. ;boite;  1,76 EUR; 47,43 EUR / kg;  0,07 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Crème liquide uht 30% m.g.;TG QUALITY;302287;Frais;Brick de 1 litre. Colis de 6 bricks. ;colis; 23,06 EUR;  3,84 EUR / L;  3,84 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Crème liquide uht 35% m.g.;TG QUALITY;302288;Frais;Brick de 1 litre. Colis de 6 bricks. ;colis; 25,04 EUR;  4,17 EUR / L;  4,17 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Saint nectaire laitier aop;TG ORIGINE;302292;Frais;Par pièce de 1.767 kg. Colis de 2 pièces. ;pièce; 20,32 EUR; 11,50 EUR / kg; 40,64 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Oeuf entier liquide elevage. au sol;TG QUALITY;302296;Frais;Par bouteille de 1 kg. Colis de 6 bouteilles. ;bouteille;  4,29 EUR;  4,29 EUR / kg; 25,71 EUR / colis;4 jour(s)
Crèmerie Œufs Fromages;Blanc d'oeuf monté en neige. sur lit de caramel;TG QUALITY;302300;Frais;Par barquette de 300 g. Colis de 6 barquettes. ;barquette;  2,59 EUR;  8,63 EUR / kg; 15,53 EUR / colis;7 jour(s)
Pains Viennoiserie Pâtes;Pain aux raisins prêt à cuire;TG QUALITY;302301;Surgele;Portion de 100 g. Colis de 72 portions. ;colis; 40,10 EUR;  5,57 EUR / kg;  0,56 EUR / Portion;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Galette pur beurre x2;TG QUALITY;302302;Ambiant;Sachet de 15 g. Colis de 280 sachets. ;colis; 35,28 EUR;  8,40 EUR / kg;  0,13 EUR / sachet;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Madeleine coquille;TG QUALITY;302303;Ambiant;Sachet de 25 g. Colis de 120 sachets. ;colis; 13,92 EUR;  4,64 EUR / kg;  0,12 EUR / sachet;30 jour(s)
Poissons Coquillages Crustacés;Huître fine normande n°3;TG ORIGINE;302376;Frais;Portion de 83.333 g. Bourriche de 48 portions. ;bourriche; 31,33 EUR;  7,83 EUR / kg;  0,65 EUR / Portion;
Desserts Glaces;Gâteau moelleux au chocolat;TG QUALITY;302379;Surgele;Par pièce de 1.1 kg. Colis de 3 pièces. ;pièce; 14,12 EUR; 12,84 EUR / kg; 42,36 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Spaghetti;TG ECONOMY;302382;Ambiant;Par sac de 5 kg. ;sac;  8,21 EUR;  1,64 EUR / kg;;30 jour(s)
Accompagnements Assaisonnement;Penne rigate;TG ECONOMY;302383;Ambiant;Par sac de 5 kg. ;sac;  7,63 EUR;  1,53 EUR / kg;;30 jour(s)
Poissons Coquillages Crustacés;Filet de truite arc en ciel. avec peau des hauts de france;TG ORIGINE;302389;Frais;Portion de 666.667 g. Colis de 9 portions. ;colis;116,85 EUR; 19,48 EUR / kg; 12,98 EUR / Portion;
Accompagnements Assaisonnement;Vinaigre de cidre;TG ECONOMY;302393;Ambiant;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille;  2,47 EUR;  2,47 EUR / L; 14,79 EUR / colis;
Poissons Coquillages Crustacés;Truite entière vidée;TG ORIGINE;302403;Frais;Portion de 300 g. Colis de 20 portions. ;colis; 65,96 EUR; 10,99 EUR / kg;  3,30 EUR / Portion;
Crèmerie Œufs Fromages;Fromage blanc 0% m.g.;TG QUALITY;302418;Frais;Par seau de 5 kg. ;seau; 12,19 EUR;  2,44 EUR / kg;;7 jour(s)
Crèmerie Œufs Fromages;Kiri;BEL;302545;Frais;Portion de 18 g. Coffret de 80 portions. ;coffret; 26,75 EUR; 18,57 EUR / kg;  0,33 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Samos;BEL;302546;Frais;Portion de 18 g. Coffret de 80 portions. ;coffret; 25,68 EUR; 17,84 EUR / kg;  0,32 EUR / Portion;7 jour(s)
Épicerie;Crunchy avec des copeaux au. chocolat noir;COUNTRY FARM;302555;Ambiant;Sachet de 500 g. Colis de 10 sachets. ;colis; 40,85 EUR;  8,17 EUR / kg;  4,09 EUR / sachet;30 jour(s)
Épicerie;Confiture de fraise extra. 45%;VALADE EN CORREZE;302901;Ambiant;Par bocal de 1 kg. Colis de 6 bocaux. ;bocal;  5,85 EUR;  5,85 EUR / kg; 35,11 EUR / colis;30 jour(s)
Épicerie;Confiture d'abricot extra. 45%;VALADE EN CORREZE;302919;Ambiant;Par bocal de 1 kg. Colis de 6 bocaux. ;bocal;  5,93 EUR;  5,93 EUR / kg; 35,55 EUR / colis;30 jour(s)
Épicerie;Gelée de myrtille extra;VALADE EN CORREZE;302968;Ambiant;Par bocal de 1 kg. Colis de 6 bocaux. ;bocal; 10,36 EUR; 10,36 EUR / kg; 62,15 EUR / colis;30 jour(s)
Épicerie;Chocolat en poudre 32 %;TG QUALITY;303761;Ambiant;Dose de 20 g. Colis de 250 doses. ;colis; 45,25 EUR;  9,05 EUR / kg;  0,18 EUR / dose;30 jour(s)
Poissons Coquillages Crustacés;Filet de saumon avec peau sans. aretes. sous-vide;;311544;Frais;Par pièce de 1.7 kg. ;pièce; 24,56 EUR; 14,45 EUR / kg;;3 jour(s)
Poissons Coquillages Crustacés;Crevette cuite amérique du sud. calibre 60/80;;311564;Frais;Par barquette de 2 kg. ;barquette; 19,17 EUR;  9,58 EUR / kg;;3 jour(s)
Crèmerie Œufs Fromages;Oeuf dur écalé calibre 43/53;SERVIS OEUF;311572;Frais;Portion de 38.056 g. Colis de 72 portions. ;colis; 24,07 EUR;  8,78 EUR / kg;  0,33 EUR / Portion;7 jour(s)
Viandes Volailles Gibier;Ribs de porc en bande;BEAUVALLET RESTAURATION;311623;Frais;Par pièce de 3 kg. ;pièce; 32,84 EUR; 10,95 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Suprème de poulet;LE GAULOIS PROF;311727;Frais;Poche de 1.8 kg. Colis de 3 poches. Poche de 10 portions. ;colis; 53,03 EUR;  9,82 EUR / kg; 17,68 EUR / poche;7 jour(s)
Crèmerie Œufs Fromages;Tomme de savoie igp 30% m.g.;FLORALPES;311869;Frais;Par pièce de 1.6 kg. Colis de 2 pièces. ;pièce; 20,09 EUR; 12,55 EUR / kg; 40,17 EUR / colis;7 jour(s)
Poissons Coquillages Crustacés;Hareng fumé;;311921;Frais;Par sachet de 1 kg. ;sachet;  9,19 EUR;  9,19 EUR / kg;;9 jour(s)
Crèmerie Œufs Fromages;Brassé végétal nature au lait. fermenté de coco;ANDROS;315872;Frais;Lot de 400 g. Colis de 6 lots. Lot de 4 portions. ;colis; 14,70 EUR;  6,13 EUR / kg;  2,45 EUR / lot;7 jour(s)
Poissons Coquillages Crustacés;Dorade royale vidée grattée. elevage import;;317274;Ex.null;Portion de 500 g. Colis de 12 portions. ;colis; 90,10 EUR; 15,02 EUR / kg;  7,51 EUR / Portion;2 jour(s)
Accompagnements Assaisonnement;Riz basmati 10 mn B. Ben's original;BEN'S ORIGINAL;317365;Ambiant;Par sac de 2.5 kg. Colis de 4 sacs. ;sac; 20,96 EUR;  8,38 EUR / kg; 83,84 EUR / colis;30 jour(s)
Épicerie;Oreillons de peches préservées;LA PULPE;319090;Ambiant;Par boite 4/4 de 765 g. Colis de 12 boites 4/4. ;boite 4/4;  2,25 EUR;  2,94 EUR / kg; 27,00 EUR / colis;30 jour(s)
Boissons;Mousseux brut;POL REMY;319149;Ambiant;Bouteille de 750 ml. Colis de 6 bouteilles. ;colis; 20,63 EUR;  4,59 EUR / L;  3,44 EUR / bouteille;
Boissons;Mousseux demi sec;POL REMY;319174;Ambiant;Bouteille de 750 ml. Colis de 6 bouteilles. ;colis; 19,43 EUR;  4,32 EUR / L;  3,24 EUR / bouteille;
Accompagnements Assaisonnement;Haricots verts extra fins. cuits express. cultivé 100 % en France CE2;D'AUCY;321638;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  8,50 EUR;  3,40 EUR / kg; 34,01 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Yaourt aux fruits danone;DANONE;330050;Frais;Portion de 115 g. Plaque de 8 portions. ;plaque;  2,24 EUR;  2,43 EUR / kg;  0,28 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aromatisé panache;DANONE;330051;Frais;Plaque de 460 g. Colis de 4 plaques. Plaque de 4 portions. ;colis;  2,96 EUR;  1,61 EUR / kg;  0,74 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt nature danone;DANONE;330052;Frais;Portion de 115 g. Plaque de 4 portions. ;plaque;  0,71 EUR;  1,54 EUR / kg;  0,18 EUR / Portion;7 jour(s)
Desserts Glaces;Tarte aux pommes pur beurre. prédécoupée 10 parts;SYMPHONIE PASQUIER;330141;Surgele;Par pièce de 720 g. Colis de 10 pièces. ;pièce;  4,64 EUR;  6,44 EUR / kg; 46,38 EUR / colis;30 jour(s)
Épicerie;Nescafé mokambo tradicion. soluble;NESCAFE;334623;Ambiant;Par poche de 500 g. Colis de 12 poches. ;poche; 29,01 EUR; 58,02 EUR / kg;348,10 EUR / colis;30 jour(s)
Charcuterie Traiteur;Jambon sec supérieur tranché. avec intercalaires vpf;MONTAGNE NOIRE;358515;Frais;Portion de 20 g. Barquette de 25 portions. ;barquette;  8,48 EUR; 16,96 EUR / kg;  0,34 EUR / Portion;7 jour(s)
Pains Viennoiserie Pâtes;Pain de mie complet dim. 12'. x 12 cm - spécial sandwich. longue conservation;HARRYS FOOD SERVICE;359711;Ambiant;Par paquet de 600 g. Colis de 10 paquets. ;paquet;  2,55 EUR;  4,25 EUR / kg; 25,47 EUR / colis;7 jour(s)
Pains Viennoiserie Pâtes;Pain de mie nature 12x12. 14 tranches spécial sandwich. longue conservation;HARRYS FOOD SERVICE;359729;Ambiant;Par paquet de 550 g. Colis de 10 paquets. ;paquet;  2,37 EUR;  4,30 EUR / kg; 23,67 EUR / colis;7 jour(s)
Pâtisserie Biscuiterie Confiserie;Purée de framboise sucrée;LES VERGERS BOIRON;360933;Surgele;Par barquette de 1 kg. Colis de 6 barquettes. ;barquette; 10,52 EUR; 10,52 EUR / kg; 63,12 EUR / colis;30 jour(s)
Charcuterie Traiteur;Jambon sec tranché vpf;MONTAGNE NOIRE;362749;Frais;Portion de 20.833 g. Barquette de 24 portions. ;barquette;  8,39 EUR; 16,78 EUR / kg;  0,35 EUR / Portion;7 jour(s)
Accompagnements Assaisonnement;Oignons rissolés;DUCROS;363119;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet;  8,56 EUR;  8,56 EUR / kg; 85,63 EUR / colis;30 jour(s)
Épicerie;Muesli extra chocolat. noisettes;KELLOGG'S;364406;Ambiant;Par paquet de 1.5 kg. Colis de 4 paquets. ;paquet; 19,88 EUR; 13,25 EUR / kg; 79,50 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Cornichon mi-fin calibre 60/80;MARTIN'S;368563;Ambiant;Par boite de 850 g. Colis de 12 boites. ;boite;  2,00 EUR;  2,35 EUR / kg; 24,00 EUR / colis;30 jour(s)
Épicerie;Thé noir Yellow Label. 100 sachets fraîcheur;LIPTON;370056;Ambiant;Portion de 1.8 g. Boite de 100 portions. ;boite;  9,88 EUR; 54,89 EUR / kg;  0,10 EUR / Portion;30 jour(s)
Fruits et Légumes;Banane p20. catégorie 1;STKFL;394810;Frais;Par pièce de 800 g. ;pièce;  1,83 EUR;  2,28 EUR / kg;;
Accompagnements Assaisonnement;Jus d'agneau Déshydraté 750g. Jusqu'à 30L;KNORR;399246;Ambiant;Par boite de 750 g. Colis de 6 boites. ;boite; 35,17 EUR; 46,89 EUR / kg;211,00 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Pain de mie complet dim. 12'. x 12 cm - spécial sandwich. sans entames;JACQUET;399311;Surgele;Paquet de 1.1 kg. Colis de 5 paquets. ;colis; 24,40 EUR;  4,44 EUR / kg;  4,88 EUR / paquet;30 jour(s)
Crèmerie Œufs Fromages;Brassé végétal au lait de coco. et ananas;ANDROS;400016;Frais;Portion de 100 g. Lot de 4 portions. ;lot;  2,81 EUR;  7,04 EUR / kg;  0,70 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Brassé végétal au lait de coco. et framboise;ANDROS;400017;Frais;Portion de 100 g. Lot de 4 portions. ;lot;  2,89 EUR;  7,22 EUR / kg;  0,72 EUR / Portion;7 jour(s)
Épicerie;Petits fours art déco;TRAITEUR DE PARIS;401034;Surgele;Portion de 11.458 g. Plateau de 48 portions. ;plateau; 34,31 EUR; 62,38 EUR / kg;  0,71 EUR / Portion;30 jour(s)
Épicerie;Pâte à tartiner. noisettes et cacao;BONNE MAMAN;401044;Ambiant;Par pot de 580 g. Colis de 6 pots. ;pot;  6,22 EUR; 10,73 EUR / kg; 37,33 EUR / colis;30 jour(s)
Épicerie;Raisin sec sultanine;HOLYFRUITS;401135;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet;  4,45 EUR;  4,45 EUR / kg; 44,49 EUR / colis;30 jour(s)
Charcuterie Traiteur;Jambon de paris spécial. sandwich vpf;MADRANGE;401372;Frais;Portion de 40 g. Sachet de 10 portions. ;sachet;  4,91 EUR; 12,29 EUR / kg;  0,49 EUR / Portion;7 jour(s)
Pains Viennoiserie Pâtes;Miche de sarrasin sans gluten. précuit bio;KOMANDSAL;402621;Surgele;Pièce de 400 g. Colis de 12 pièces. ;colis; 49,40 EUR; 10,29 EUR / kg;  4,12 EUR / pièce;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Farine de pois chiche sans. gluten bio;KOMANDSAL;402627;Ambiant;Par sachet de 1 kg. Colis de 4 sachets. ;sachet;  8,18 EUR;  8,18 EUR / kg; 32,71 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Farine de pois chiche sans. gluten bio;KOMANDSAL;402628;Ambiant;Par sac de 5 kg. Colis de 3 sacs. ;sac; 36,96 EUR;  7,39 EUR / kg;110,88 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Farine de riz demi-complet. sans gluten bio;KOMANDSAL;402629;Ambiant;Par sachet de 1 kg. Colis de 4 sachets. ;sachet;  9,14 EUR;  9,14 EUR / kg; 36,58 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Farine de sarrasin sans gluten. bio;KOMANDSAL;402631;Ambiant;Par sachet de 1 kg. Colis de 4 sachets. ;sachet;  8,03 EUR;  8,03 EUR / kg; 32,14 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Mini pain sarrasin sans gluten. précuit bio;KOMANDSAL;402638;Surgele;Sachet de 90 g. Colis de 25 sachets. Sachet de 2 portions. ;colis; 67,68 EUR; 30,08 EUR / kg;  2,71 EUR / sachet;30 jour(s)
Pains Viennoiserie Pâtes;Grand pochon lalos précuit. sur sole;BRIDOR;402867;Surgele;Portion de 1.1 kg. Colis de 10 portions. ;colis; 42,05 EUR;  3,82 EUR / kg;  4,21 EUR / Portion;30 jour(s)
Desserts Glaces;Cheesecake premium;TRAITEUR DE PARIS;402940;Surgele;Portion de 90 g. Colis de 20 portions. ;colis; 27,76 EUR; 15,42 EUR / kg;  1,39 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Fromage frais 20% m.g,;LA COTENTAISE;403036;Frais;Par seau de 5 kg. ;seau; 11,47 EUR;  2,30 EUR / kg;;7 jour(s)
Épicerie;Macarons les classiques;SYMPHONIE PASQUIER;403879;Surgele;Portion de 12.833 g. Plateau de 72 portions. ;plateau; 26,25 EUR; 28,41 EUR / kg;  0,36 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Petits pois très fins;;403889;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  4,69 EUR;  1,88 EUR / kg; 18,76 EUR / colis;30 jour(s)
Charcuterie Traiteur;Haché végétarien;GARDEN GOURMET;404148;Surgele;Par sachet de 2 kg. Colis de 3 sachets. ;sachet; 35,19 EUR; 17,60 EUR / kg;105,58 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Pavé muesli lalos précuit;LALOS;404647;Surgele;Portion de 280 g. Colis de 26 portions. ;colis; 49,95 EUR;  6,86 EUR / kg;  1,92 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Foie gras de canard extra. restauration déveiné du sud. ouest IGP;;404706;Surgele;Par pièce de 550 g. Colis de 10 pièces. ;pièce; 26,00 EUR; 47,27 EUR / kg;260,00 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Magret de canard. IGP du sud ouest;PIERRE FOSSAT;405002;Frais;Par poche de 350 g. Colis de 15 poches. ;poche;  6,22 EUR; 17,76 EUR / kg; 93,24 EUR / colis;5 jour(s)
Équipement Hygiène;Sac déchet noir pebd;;405007;Ambiant;Colis de 8 portions. ;colis; 25,31 EUR;;  3,16 EUR / Portion;
Équipement Hygiène;Papier hygiénique 2 plis. blanc t4. rouleau de 200 feuilles;TORK;405076;Ambiant;Colis de 8 paquets. Paquet de 6 portions. ;colis; 21,85 EUR;;  2,73 EUR / paquet;
Pâtisserie Biscuiterie Confiserie;Mars;MARS;405355;Ambiant;Pièce de 51 g. Colis de 40 pièces. ;colis; 35,00 EUR; 17,16 EUR / kg;  0,88 EUR / pièce;30 jour(s)
Crèmerie Œufs Fromages;Beurre micropain doux;PRESIDENT;405704;Frais;Portion de 10 g. Boite de 100 portions. ;boite; 12,16 EUR; 12,16 EUR / kg;  0,12 EUR / Portion;7 jour(s)
Fruits et Légumes;Grenade. catégorie 1;STKFL;407218;Frais;Par barquette de 700 g. ;barquette;  4,21 EUR;  6,02 EUR / kg;;
Fruits et Légumes;Chou blanc. catégorie 1. France;STKFL;407221;Frais;Par sachet de 1.5 kg. ;sachet;  2,06 EUR;  1,38 EUR / kg;;
Boissons;Vittel;VITTEL;407452;Ambiant;Portion de 500 ml. Colis de 24 portions. ;colis; 17,90 EUR;  1,49 EUR / L;  0,75 EUR / Portion;30 jour(s)
Boissons;Eau gazeuse Badoit verte. finement pétillante. pet;BADOIT;407999;Ambiant;Portion de 330 ml. Colis de 30 portions. ;colis; 31,42 EUR;  3,17 EUR / L;  1,05 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Vache qui rit 19.5 % m.g.;BEL;409524;Frais;Portion de 17.5 g. Coffret de 80 portions. ;coffret; 20,54 EUR; 14,67 EUR / kg;  0,26 EUR / Portion;7 jour(s)
Épicerie;Miel de fleurs liquide;LUNE DE MIEL;410104;Ambiant;Portion de 20 g. Colis de 180 portions. ;colis; 29,61 EUR;  8,23 EUR / kg;  0,16 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Olive noire confite petite. dénoyautée calibre 40/45;MARTIN'S;410134;Ambiant;Par boite 5/1 de 4.3 kg. Colis de 3 boites 5/1. ;boite 5/1; 11,76 EUR;  2,73 EUR / kg; 35,27 EUR / colis;30 jour(s)
Épicerie;Miel 2 variétés. 36 miel de fleurs. 12 miel d'acacia;LUNE DE MIEL;410525;Ambiant;Portion de 25 g. Présentoir de 48 portions. ;présentoir; 31,31 EUR; 26,09 EUR / kg;  0,65 EUR / Portion;30 jour(s)
Boissons;Cristaline;CRISTALINE;410605;Ambiant;Portion de 500 ml. Colis de 24 portions. ;colis;  4,65 EUR;  0,39 EUR / L;  0,19 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Thon listao en morceaux nature;MARTIN'S;410834;Ambiant;Par boite de 800 g. Colis de 12 boites. ;boite;  5,75 EUR;  7,19 EUR / kg; 69,05 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Sel gros;CEREBOS;412775;Ambiant;Par seau de 5 kg. ;seau;  4,63 EUR;  0,93 EUR / kg;;
Accompagnements Assaisonnement;Sel fin;CEREBOS;412783;Ambiant;Par seau de 5 kg. ;seau;  4,45 EUR;  0,89 EUR / kg;;
Fruits et Légumes;Potiron muscade. catégorie 1;STKFL;413774;Frais;Par pièce de 3.5 kg. Colis de 3 pièces. ;pièce;  5,39 EUR;  1,54 EUR / kg; 16,16 EUR / colis;
Épicerie;Confiture à la myrtille. au jus de mure;PETITES PARISIENNE;413921;Ambiant;Portion de 28 g. Colis de 80 portions. ;colis; 44,42 EUR; 19,83 EUR / kg;  0,56 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Crème sucrée sous pression. 37 % m.g.;DEBIC;414409;Frais;Par bombe de 700 ml. Colis de 6 bombes. ;bombe;  8,52 EUR; 12,17 EUR / L; 51,13 EUR / colis;7 jour(s)
Épicerie;Confiture 5 parfums assortis. 30 g;ST MAMET;416057;Ambiant;Portion de 30 g. Colis de 120 portions. ;colis;  9,07 EUR;  2,52 EUR / kg;  0,08 EUR / Portion;30 jour(s)
Boissons;Mojito 17°. the fetichist;THE FETICHIST;416884;Ambiant;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille; 24,17 EUR; 24,17 EUR / L;145,02 EUR / colis;
Boissons;Moscow mule 17.9°. the fetichist;THE FETICHIST;416885;Ambiant;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille; 24,17 EUR; 24,17 EUR / L;145,02 EUR / colis;
Boissons;Negroni 25.7°. the fetichist;THE FETICHIST;416886;Ambiant;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille; 33,83 EUR; 33,83 EUR / L;202,98 EUR / colis;
Boissons;Pornstar martini 16.5°. the fetichist;THE FETICHIST;416887;Ambiant;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille; 24,17 EUR; 24,17 EUR / L;145,02 EUR / colis;
Boissons;Sex on the beach. the fetichist;THE FETICHIST;416888;Ambiant;Par bag in box de 5 litre. ;bag in box; 75,00 EUR; 15,00 EUR / L;;
Épicerie;Infusion Verveine 100 sachets. fraicheur;LIPTON;416982;Ambiant;Portion de 1.5 g. Boite de 100 portions. ;boite;  9,29 EUR; 61,93 EUR / kg;  0,09 EUR / Portion;30 jour(s)
Fruits et Légumes;Citron vert. catégorie 1;STKFL;422721;Frais;Par filet de 1 kg. ;filet;  2,99 EUR;  2,99 EUR / kg;;
Fruits et Légumes;Banane moyenne P20. catégorie 1;STKFL;422740;Frais;Portion de 178.571 g. Colis de 28 portions. ;colis;  9,07 EUR;  1,81 EUR / kg;  0,32 EUR / Portion;
Fruits et Légumes;PANais. catégorie 1. France;STKFL;422775;Frais;Par colis de 5 kg. ;colis; 13,92 EUR;  2,78 EUR / kg;;
Fruits et Légumes;Pomelos. catégorie1. 55 fruits;STKFL;422788;Frais;Pièce de 272 g. Colis de 55 pièces. ;colis; 27,12 EUR;  1,81 EUR / kg;  0,49 EUR / pièce;
Fruits et Légumes;Champignon blanc Paris 500 g;STKFL;422882;Frais;Par barquette de 500 g. ;barquette;  2,33 EUR;  4,65 EUR / kg;;
Fruits et Légumes;Kiwi cal 39. catégorie 1;STKFL;422904;Frais;Pièce de 78 g. Colis de 39 pièces. ;colis; 11,08 EUR;  3,64 EUR / kg;  0,28 EUR / pièce;
Pâtisserie Biscuiterie Confiserie;Cigarettes russes;DELACRE;423491;Ambiant;Portion de 7.143 g. Boite de 196 portions. ;boite; 14,22 EUR; 10,16 EUR / kg;  0,07 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Fromage blanc battu au lait. demi écrémé 3.2% m.g.;YOPLAIT;425083;Frais;Par seau de 5 kg. ;seau; 11,08 EUR;  2,22 EUR / kg;;7 jour(s)
Fruits et Légumes;Pomelos. catégorie 1;STKFL;429367;Frais;Par barquette de 1.332 kg. ;barquette;  2,60 EUR;  1,96 EUR / kg;;
Fruits et Légumes;Concombre. catégorie 1;STKFL;429369;Frais;Par barquette de 900 g. ;barquette;  2,15 EUR;  2,39 EUR / kg;;
Fruits et Légumes;Chou fleur. catégorie 1;STKFL;429370;Frais;Par barquette de 1.3 kg. ;barquette;  2,74 EUR;  2,11 EUR / kg;;
Crèmerie Œufs Fromages;Brassé végétal au lait de coco;ANDROS;430311;Frais;Pot de 400 g. Colis de 6 pots. ;colis; 14,38 EUR;  5,99 EUR / kg;  2,40 EUR / pot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aux fraises 125g;BONNE MAMAN;430313;Frais;Lot de 250 g. Colis de 6 lots. Lot de 2 portions. ;colis; 11,43 EUR;  7,62 EUR / kg;  1,91 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aux cerises 125g;BONNE MAMAN;430315;Frais;Lot de 250 g. Colis de 6 lots. Lot de 2 portions. ;colis; 11,93 EUR;  7,95 EUR / kg;  1,99 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aux abricots 125g;BONNE MAMAN;430316;Frais;Lot de 250 g. Colis de 6 lots. Lot de 2 portions. ;colis; 11,43 EUR;  7,62 EUR / kg;  1,91 EUR / lot;7 jour(s)
Viandes Volailles Gibier;Noix entrecôte;BEAUVALLET RESTAURATION;431931;Frais;Portion de 300 g. Poche de 6 portions. ;poche; 49,17 EUR; 27,32 EUR / kg;  8,20 EUR / Portion;5 jour(s)
Viandes Volailles Gibier;Steack haché façon bouchère. 15% matière grasse;BEAUVALLET RESTAURATION;431969;Frais;Portion de 150 g. Colis de 16 portions. ;colis; 31,65 EUR; 13,19 EUR / kg;  1,98 EUR / Portion;3 jour(s)
Crèmerie Œufs Fromages;Yaourt nature bio;DANONE;431982;Frais;Plaque de 460 g. Colis de 12 plaques. Plaque de 4 portions. ;colis; 21,26 EUR;  3,85 EUR / kg;  1,77 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aromatisé panaché. citron fraise bio;DANONE;431983;Frais;Plaque de 460 g. Colis de 12 plaques. Plaque de 4 portions. ;colis; 24,10 EUR;  4,37 EUR / kg;  2,01 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Oeuf dur écalé plein air. calibre 43/53;OVOTEAM;432092;Frais;Portion de 36 g. Colis de 40 portions. ;colis; 17,52 EUR; 12,17 EUR / kg;  0,44 EUR / Portion;7 jour(s)
Poissons Coquillages Crustacés;Saumon fumé tranché main. longueur norvège;;432105;Frais;Par pièce de 1.5 kg. ;pièce; 65,39 EUR; 43,59 EUR / kg;;6 jour(s)
Poissons Coquillages Crustacés;Crevette cuite calibre 30/50;;432110;Frais;Par barquette de 2 kg. ;barquette; 21,09 EUR; 10,54 EUR / kg;;4 jour(s)
Poissons Coquillages Crustacés;Filet dorade royale avec peau;;432111;Frais;Portion de 150 g. Barquette de 10 portions. ;barquette; 36,81 EUR; 24,54 EUR / kg;  3,68 EUR / Portion;3 jour(s)
