Rayon;Libellé produit;Marque;Code Produit;Température;Conditionnement;Unité de commande;Prix;Prix à l'unité de mesure;Prix à la portion;DLC garantie au client
Épicerie;Miel d'acacia liquide pot. verre de 28 g;TG QUALITY;300867;Ambiant;Portion de 28 g. Colis de 48 portions. ;colis; 39,01 EUR; 29,03 EUR / kg;  0,81 EUR / Portion;30 jour(s)
Viandes Volailles Gibier;Cordon bleu de dinde cuit;TG QUALITY;300868;Surgele;Portion de 125 g. Colis de 40 portions. ;colis; 27,52 EUR;  5,50 EUR / kg;  0,69 EUR / Portion;30 jour(s)
Poissons Coquillages Crustacés;Filet de saumon islande avec. peau sans aretes asc;TG ORIGINE;300881;Frais;Par poche de 1.7 kg. ;poche; 27,58 EUR; 16,23 EUR / kg;;2 jour(s)
Poissons Coquillages Crustacés;Moule entière cuite bio;TG ORIGINE;300909;Surgele;Par colis de 5 kg. ;colis; 19,84 EUR;  3,97 EUR / kg;;30 jour(s)
Crèmerie Œufs Fromages;Cantal entre deux au lait cru. AOP 30% m.g.;TG ORIGINE;300913;Frais;Par pièce de 1.296 kg. Colis de 4 pièces. ;pièce; 16,34 EUR; 12,61 EUR / kg; 65,34 EUR / colis;7 jour(s)
Charcuterie Traiteur;Chorizo de porc doux. domaine abotia;TG ORIGINE;300921;Frais;Portion de 350 g. Poche de 4 portions. ;poche; 32,37 EUR; 23,12 EUR / kg;  8,09 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Chorizo de porc fort. domaine Abotia;TG ORIGINE;300922;Frais;Portion de 350 g. Poche de 4 portions. ;poche; 32,37 EUR; 23,12 EUR / kg;  8,09 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Jésus de porc domaine abotia;TG ORIGINE;300924;Frais;Portion de 800 g. Poche de 2 portions. ;poche; 36,76 EUR; 22,97 EUR / kg; 18,38 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Saucisson sec. domaine abotia;TG ORIGINE;300925;Frais;Portion de 280 g. Poche de 5 portions. ;poche; 34,23 EUR; 24,45 EUR / kg;  6,85 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Saucisse sèche de porc. domaine abotia;TG ORIGINE;300926;Frais;Portion de 130 g. Poche de 10 portions. ;poche; 31,78 EUR; 24,45 EUR / kg;  3,18 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Ventrèche de porc sèche. domaine ABOTIA;TG ORIGINE;300927;Frais;Par pièce de 2.7 kg. Colis de 4 pièces. ;pièce; 46,31 EUR; 17,15 EUR / kg;185,25 EUR / colis;7 jour(s)
Charcuterie Traiteur;Jambon de Bayonne IGP sans os. Domaine Abotia. 24 mois;TG ORIGINE;300928;Frais;Par pièce de 8 kg. ;pièce;236,18 EUR; 29,52 EUR / kg;;7 jour(s)
Crèmerie Œufs Fromages;Ossau iraty 1/4 aop 35% m.g.. grand affinage (9 mois mini);TG ORIGINE;300952;Frais;Par pièce de 1.13 kg. Colis de 4 pièces. ;pièce; 30,83 EUR; 27,28 EUR / kg;123,32 EUR / colis;7 jour(s)
Épicerie;Corn flakes nature;TG QUALITY;300964;Ambiant;Par sachet de 1 kg. Colis de 6 sachets. ;sachet;  5,00 EUR;  5,00 EUR / kg; 30,02 EUR / colis;30 jour(s)
Épicerie;Pétales de céréales goût. chocolat;TG QUALITY;300965;Ambiant;Par sachet de 1 kg. Colis de 6 sachets. ;sachet;  7,42 EUR;  7,42 EUR / kg; 44,53 EUR / colis;30 jour(s)
Épicerie;Muesli mix fruit;TG QUALITY;300966;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet;  6,88 EUR;  6,88 EUR / kg; 68,77 EUR / colis;30 jour(s)
Épicerie;Cerneau noix arlequin invalide. import ambré;LEGAVE;300971;Ambiant;Par sachet de 1 kg. Colis de 12 sachets. ;sachet;  8,44 EUR;  8,44 EUR / kg;101,27 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Riz basmati;TG QUALITY;300991;Ambiant;Par sac de 5 kg. ;sac; 14,26 EUR;  2,85 EUR / kg;;30 jour(s)
Accompagnements Assaisonnement;Julienne de légumes;TG ECONOMY;301011;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  3,23 EUR;  1,29 EUR / kg; 12,90 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Egréné boeuf 15% m.g.. vbf;TG QUALITY;301015;Surgele;Par pièce de 1 kg. Colis de 6 pièces. ;pièce; 12,69 EUR; 12,69 EUR / kg; 76,15 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Pommes sautées;TG QUALITY;301019;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  5,90 EUR;  2,36 EUR / kg; 23,61 EUR / colis;30 jour(s)
Charcuterie Traiteur;Coppa porc abotia;TG ORIGINE;301034;Frais;Par pièce de 1.1 kg. Colis de 5 pièces. ;pièce; 27,70 EUR; 25,19 EUR / kg;138,52 EUR / colis;7 jour(s)
Accompagnements Assaisonnement;Ketchup;TG QUALITY;301041;Ambiant;Portion de 10 g. Colis de 600 portions. ;colis; 19,16 EUR;  3,19 EUR / kg;  0,03 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Mayonnaise;TG QUALITY;301042;Ambiant;Portion de 9.5 g. Colis de 600 portions. ;colis; 27,01 EUR;  4,74 EUR / kg;  0,05 EUR / Portion;30 jour(s)
Épicerie;Pistaches entières émondées;LEGAVE;301066;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet; 39,99 EUR; 39,99 EUR / kg;399,85 EUR / colis;30 jour(s)
Équipement Hygiène;Sac à déchets noir 130l. bd ++;TG QUALITY;301083;Ambiant;Colis de 20 rouleaux. Rouleau de 10 portions. ;colis; 33,54 EUR;;  1,68 EUR / rouleau;
Équipement Hygiène;Sac à déchets noir 160l. bd rfc;TG QUALITY;301084;Ambiant;Colis de 10 rouleaux. Rouleau de 10 portions. ;colis; 27,56 EUR;;  2,76 EUR / rouleau;
Équipement Hygiène;Sac à dechets noir 160l. bd;TG QUALITY;301085;Ambiant;Colis de 10 rouleaux. Rouleau de 10 portions. ;colis; 17,65 EUR;;  1,77 EUR / rouleau;
Équipement Hygiène;Sac à déchets noir 110l. bd rfc;TG QUALITY;301086;Ambiant;Colis de 10 rouleaux. Rouleau de 20 portions. ;colis; 24,59 EUR;;  2,46 EUR / rouleau;
Équipement Hygiène;Sac à dechets noir 110l. bd;TG QUALITY;301089;Ambiant;Colis de 10 rouleaux. Rouleau de 20 portions. ;colis; 21,21 EUR;;  2,12 EUR / rouleau;
Desserts Glaces;Tartelette fine pur beurre. aux pommes cuite nappée;TG QUALITY;301091;Surgele;Portion de 110 g. Colis de 24 portions. ;colis; 39,12 EUR; 14,82 EUR / kg;  1,63 EUR / Portion;30 jour(s)
Équipement Hygiène;Gobelet carton. contenance 25cl;TG QUALITY;301093;Ambiant;Sachet de 50 portions. ;sachet;  2,35 EUR;;  0,05 EUR / Portion;
Équipement Hygiène;Lavette bleu. Dim.51x36cm;TG QUALITY;301096;Ambiant;Paquet de 25 portions. ;paquet;  5,15 EUR;;  0,21 EUR / Portion;
Équipement Hygiène;Lavette jaune. Dim. 51x36cm;TG QUALITY;301097;Ambiant;Paquet de 25 portions. ;paquet;  5,41 EUR;;  0,22 EUR / Portion;
Charcuterie Traiteur;Jambon de Bayonne IGP domaine. Abotia affinage 24 mois;TG ORIGINE;301102;Frais;Portion de 20 g. Barquette de 20 portions. ;barquette; 17,53 EUR; 43,83 EUR / kg;  0,88 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Demi jambon de Bayonne IGP 24. mois désossé domaine Abotia;TG ORIGINE;301103;Frais;Par colis de 10 kg. ;colis;294,57 EUR; 29,46 EUR / kg;;7 jour(s)
Pains Viennoiserie Pâtes;Croissant beurre prêt à cuire. bio;TG NATURA;301106;Surgele;Portion de 70 g. Colis de 60 portions. ;colis; 36,17 EUR;  8,61 EUR / kg;  0,60 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Baguette précuite bio;TG NATURA;301107;Surgele;Portion de 280 g. Colis de 22 portions. ;colis; 21,95 EUR;  3,56 EUR / kg;  1,00 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Crème anglaise;TG QUALITY;301108;Frais;Brick de 1 litre. Colis de 6 bricks. ;colis; 13,40 EUR;  2,23 EUR / L;  2,23 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Crème liquide UHT 18% M.G.;TG ECONOMY;301109;Frais;Brick de 1 litre. Colis de 12 bricks. ;colis; 35,94 EUR;  3,00 EUR / L;  3,00 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Crème liquide UHT 30% M.G.;TG ECONOMY;301110;Frais;Brick de 1 litre. Colis de 12 bricks. ;colis; 47,20 EUR;  3,93 EUR / L;  3,93 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Crème liquide UHT 35% M.G.;TG ECONOMY;301111;Frais;Brick de 1 litre. Colis de 12 bricks. ;colis; 50,04 EUR;  4,17 EUR / L;  4,17 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Crème fraîche épaisse 15% m.g.;TG QUALITY;301115;Frais;Par seau de 5 litre. ;seau; 15,89 EUR;  3,18 EUR / L;;7 jour(s)
Accompagnements Assaisonnement;Vinaigre balsamique modène IGP;TG QUALITY;301116;Ambiant;Par bouteille de 2 litre. Colis de 6 bouteilles. ;bouteille;  7,03 EUR;  3,52 EUR / L; 42,18 EUR / colis;30 jour(s)
Desserts Glaces;Millefeuille;TG ECONOMY;301126;Surgele;Portion de 65 g. Boite de 36 portions. ;boite; 18,81 EUR;  8,04 EUR / kg;  0,52 EUR / Portion;30 jour(s)
Épicerie;Amande cacaotée;TG QUALITY;301134;Ambiant;Portion de 3 g. Tubo de 200 portions. ;tubo; 13,71 EUR; 22,84 EUR / kg;  0,07 EUR / Portion;30 jour(s)
Équipement Hygiène;Papier cuisson. gn 1/1. dimension 530x325m;LEGAVE;301137;Ambiant;Boite de 500 portions. ;boite; 22,40 EUR;;  0,04 EUR / Portion;
Charcuterie Traiteur;Lomo de porc abotia. au piments d'Espelette. 50 tranches;TG ORIGINE;301142;Frais;Portion de 6.2 g. Barquette de 50 portions. ;barquette; 14,11 EUR; 45,52 EUR / kg;  0,28 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Jambon cru séché tranché;TG ECONOMY;301144;Frais;Par barquette de 500 g. Colis de 15 barquettes. ;barquette;  6,51 EUR; 13,02 EUR / kg; 97,67 EUR / colis;7 jour(s)
Pâtisserie Biscuiterie Confiserie;Graisse pour moule et plaque;TG QUALITY;301149;Ambiant;Par bombe de 600 ml. Colis de 12 bombes. ;bombe;  2,94 EUR;  4,90 EUR / L; 35,29 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Comté 1/16ème meule 8 mois. d'affinage AOP 34% m.g.;TG ORIGINE;301152;Frais;Par pièce de 2 kg. Colis de 4 pièces. ;pièce; 32,08 EUR; 16,04 EUR / kg;128,32 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Féta cube aop;TG QUALITY;301173;Frais;Par barquette de 900 g. Colis de 4 barquettes. ;barquette; 13,71 EUR; 15,23 EUR / kg; 54,82 EUR / colis;7 jour(s)
Accompagnements Assaisonnement;Huile friture;TG ECONOMY;301181;Ambiant;Par bidon de 5 litre. Colis de 3 bidons. ;bidon; 12,19 EUR;  2,44 EUR / L; 36,56 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Brunoise de légumes;TG ECONOMY;301189;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  3,25 EUR;  1,30 EUR / kg; 12,98 EUR / colis;60 jour(s)
Poissons Coquillages Crustacés;Huitre marennes d'oléron. numéro 3 igp;TG ORIGINE;301219;Frais;Portion de 83.333 g. Colis de 48 portions. ;colis; 35,46 EUR;  8,87 EUR / kg;  0,74 EUR / Portion;
Épicerie;Salade 5 fruits;TG QUALITY;301226;Frais;Par seau de 3 litre. ;seau; 12,99 EUR;  4,33 EUR / L;;5 jour(s)
Épicerie;Salade de fruits. petites découpes;TG QUALITY;301227;Frais;Par seau de 3 litre. ;seau; 11,97 EUR;  3,99 EUR / L;;5 jour(s)
Épicerie;Segment d'orange;TG QUALITY;301228;Frais;Par seau de 3 litre. ;seau; 15,20 EUR;  5,07 EUR / L;;5 jour(s)
Épicerie;Segment pamplemousse;TG QUALITY;301229;Frais;Par seau de 3 litre. ;seau; 12,84 EUR;  4,28 EUR / L;;5 jour(s)
Épicerie;Salade 6 fruits;TG QUALITY;301230;Frais;Par seau de 3 litre. ;seau; 13,16 EUR;  4,39 EUR / L;;5 jour(s)
Épicerie;Salade 4 fruits exotiques;TG QUALITY;301232;Frais;Par seau de 3 litre. ;seau; 14,20 EUR;  4,73 EUR / L;;5 jour(s)
Crèmerie Œufs Fromages;Reblochon de savoie aop. 28% m.g.;TG ORIGINE;301247;Frais;Par pièce de 450 g. Colis de 6 pièces. ;pièce;  7,31 EUR; 16,25 EUR / kg; 43,88 EUR / colis;7 jour(s)
Desserts Glaces;Crème glacée vanille Bourbon;TG QUALITY;301250;Surgele;Par bac de 2.5 litre. Colis de 4 bacs. ;bac;  7,45 EUR;  2,98 EUR / L; 29,79 EUR / colis;30 jour(s)
Desserts Glaces;Crème glacée vanille bourbon;TG QUALITY;301269;Surgele;Par bac de 5 litre. Colis de 2 bacs. ;bac; 13,21 EUR;  2,64 EUR / L; 26,42 EUR / colis;30 jour(s)
Charcuterie Traiteur;Jambon sec supérieur. avec intercalaires. 25 tranches;TG QUALITY;301328;Frais;Par barquette de 500 g. Colis de 4 barquettes. ;barquette;  8,32 EUR; 16,63 EUR / kg; 33,26 EUR / colis;7 jour(s)
Épicerie;Café soluble filtre. dosette de 2 g;TG QUALITY;301343;Ambiant;Portion de 2 g. Boite de 100 portions. ;boite; 11,47 EUR; 57,33 EUR / kg;  0,11 EUR / Portion;30 jour(s)
Épicerie;Café soluble filtre décafeiné. dosette de 2 g;TG QUALITY;301344;Ambiant;Portion de 2 g. Boite de 100 portions. ;boite; 11,61 EUR; 58,03 EUR / kg;  0,12 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Rosette. tranche 5 g. 50 tranche;TG QUALITY;301397;Frais;Portion de 5 g. Barquette de 50 portions. ;barquette;  2,65 EUR; 10,59 EUR / kg;  0,05 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Rosette en tranche de 10 gr. 50 tranches;TG QUALITY;301398;Frais;Portion de 10 g. Barquette de 50 portions. ;barquette;  4,93 EUR;  9,86 EUR / kg;  0,10 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Lomo porc abotia. au piment d'Espelette;TG ORIGINE;301399;Frais;Par poche de 1 kg. Colis de 5 poches. ;poche; 27,32 EUR; 27,32 EUR / kg;136,61 EUR / colis;7 jour(s)
Boissons;Jus d'orange;TG QUALITY;301409;Ambiant;Brick de 1 litre. Colis de 6 bricks. ;colis; 12,69 EUR;  2,12 EUR / L;  2,12 EUR / brick;30 jour(s)
Boissons;Jus de pomme;TG QUALITY;301410;Ambiant;Brick de 1 litre. Colis de 6 bricks. ;colis;  7,20 EUR;  1,20 EUR / L;  1,20 EUR / brick;30 jour(s)
Boissons;Nectar multifruits sans sucre;TG QUALITY;301412;Ambiant;Brick de 1 litre. Colis de 6 bricks. ;colis;  8,42 EUR;  1,40 EUR / L;  1,40 EUR / brick;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Chocolat de laboratoire noir. 50% cacao minimum;LEGAVE;301421;Ambiant;Par sac de 5 kg. Colis de 4 sacs. ;sac; 66,89 EUR; 13,38 EUR / kg;267,55 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Chocolat de couverture noir. 72 %;LEGAVE;301424;Ambiant;Par sac de 5 kg. Colis de 4 sacs. ;sac; 80,64 EUR; 16,13 EUR / kg;322,55 EUR / colis;30 jour(s)
Équipement Hygiène;Film alimentaire boîte. distributrice 300x0.45m. avec règlette de découpe à;TG QUALITY;301452;Ambiant;Colis de 6 boites. ;boite;  7,75 EUR;; 46,49 EUR / colis;
Équipement Hygiène;Film alimentaire boîte. distributrice 300x0.30m. avec règlette de découpe à;TG QUALITY;301453;Ambiant;Colis de 6 boites. ;boite;  5,30 EUR;; 31,77 EUR / colis;
Épicerie;Sucre buchette;TG QUALITY;301491;Ambiant;Portion de 4 g. Colis de 750 portions. ;colis;  9,47 EUR;  3,16 EUR / kg;  0,01 EUR / Portion;
Accompagnements Assaisonnement;Frites pré-frites. bi-température huile tournesol. calibre 9/9;TG QUALITY;301492;Surgele;Sachet de 2.5 kg. Colis de 4 sachets. ;colis; 22,40 EUR;  2,24 EUR / kg;  5,60 EUR / sachet;30 jour(s)
Accompagnements Assaisonnement;Frites pré-frites steakhouse;TG QUALITY;301496;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  5,59 EUR;  2,24 EUR / kg; 22,35 EUR / colis;30 jour(s)
Équipement Hygiène;Plonge vaisselle concentré;TG QUALITY;301504;Ambiant;Par bidon de 5 litre. Colis de 2 bidons. ;bidon;  9,67 EUR;  1,93 EUR / L; 19,34 EUR / colis;30 jour(s)
Desserts Glaces;Sorbet à la mangue Alphonso. d'Inde;ATELIER DES ECRINS;301510;Surgele;Pot de 140 ml. Colis de 15 pots. ;colis; 25,74 EUR; 12,26 EUR / L;  1,72 EUR / pot;30 jour(s)
Accompagnements Assaisonnement;Fleur de sel de Guerande IGP;TG ORIGINE;301511;Ambiant;Par boite de 850 g. Colis de 6 boites. ;boite; 13,07 EUR; 15,38 EUR / kg; 78,42 EUR / colis;30 jour(s)
Desserts Glaces;Crème glacée à la vanille de. Madagascar et noix de pécan;ATELIER DES ECRINS;301512;Surgele;Pot de 140 ml. Colis de 15 pots. ;colis; 26,56 EUR; 12,65 EUR / L;  1,77 EUR / pot;30 jour(s)
Desserts Glaces;Crème glacée au caramel et. morceaux de brownie maison;ATELIER DES ECRINS;301513;Surgele;Pot de 140 ml. Colis de 15 pots. ;colis; 25,74 EUR; 12,26 EUR / L;  1,72 EUR / pot;30 jour(s)
Crèmerie Œufs Fromages;Beurre micropain doux;TG QUALITY;301547;Frais;Portion de 10 g. Boite de 100 portions. ;boite; 11,02 EUR; 11,02 EUR / kg;  0,11 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Beurre micropain demi sel;TG QUALITY;301548;Frais;Portion de 10 g. Boite de 100 portions. ;boite; 11,02 EUR; 11,02 EUR / kg;  0,11 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Oeuf fermier frais moyen. pleins air LR;TG ORIGINE;301573;Frais;Portion de 53 g. Boite de 12 portions. ;boite;  3,25 EUR;  5,11 EUR / kg;  0,27 EUR / Portion;7 jour(s)
Desserts Glaces;Tarte au chocolat prédécoupée. x 10 parts;TG ECONOMY;301592;Surgele;Portion de 75 g. Pièce de 10 portions. ;pièce;  5,54 EUR;  7,38 EUR / kg;  0,55 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Tortelloni ricotta épinards;TG QUALITY;301597;Surgele;Sachet de 2 kg. Colis de 2 sachets. ;colis; 17,68 EUR;  4,42 EUR / kg;  8,84 EUR / sachet;30 jour(s)
Accompagnements Assaisonnement;Bouillon de légumes;TG QUALITY;301600;Ambiant;Par boite de 1 kg. Colis de 8 boites. ;boite;  7,43 EUR;  7,43 EUR / kg; 59,46 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Fond brun lié;TG QUALITY;301603;Ambiant;Par boite de 1 kg. Colis de 8 boites. ;boite;  9,53 EUR;  9,53 EUR / kg; 76,26 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Jus de veau lié;TG QUALITY;301604;Ambiant;Par boite de 1 kg. Colis de 8 boites. ;boite; 10,94 EUR; 10,94 EUR / kg; 87,49 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Gélatine or 200 bloom. 500 feuilles;LEGAVE;301606;Ambiant;Par paquet de 1 kg. Colis de 10 paquets. ;paquet; 28,33 EUR; 28,33 EUR / kg;283,31 EUR / colis;30 jour(s)
Équipement Hygiène;Plonge antigerm plus;TG QUALITY;301624;Ambiant;Par bidon de 5 litre. Colis de 2 bidons. ;bidon; 11,87 EUR;  2,38 EUR / L; 23,75 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Oeufs durs écalés plein air. calibre 43/53;TG QUALITY;301637;Frais;Portion de 38.056 g. Colis de 72 portions. ;colis; 31,66 EUR; 11,55 EUR / kg;  0,44 EUR / Portion;7 jour(s)
Desserts Glaces;Coeur coulant chocolat cuit;TG QUALITY;301643;Surgele;Portion de 110 g. Colis de 27 portions. ;colis; 28,05 EUR;  9,45 EUR / kg;  1,04 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Couscous moyen;TG QUALITY;301649;Ambiant;Par sac de 5 kg. ;sac;  9,45 EUR;  1,89 EUR / kg;;30 jour(s)
Épicerie;Cacahuetes grillées et salées;TG QUALITY;301661;Ambiant;Par paquet de 1.5 kg. Colis de 6 paquets. ;paquet;  7,42 EUR;  4,95 EUR / kg; 44,51 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Mini torsade aux pépites de. chocolat. prêt à cuire;TG QUALITY;301677;Surgele;Portion de 30 g. Colis de 100 portions. ;colis; 24,79 EUR;  8,26 EUR / kg;  0,25 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Haricot vert très fin cuit. pays de la Loire;TG ORIGINE;301688;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  6,32 EUR;  2,53 EUR / kg; 25,26 EUR / colis;30 jour(s)
Desserts Glaces;Crème glacée miel aux éclats. de noisettes bio;ATELIER DES ECRINS;301703;Surgele;Pot de 140 ml. Colis de 15 pots. ;colis; 25,74 EUR; 12,26 EUR / L;  1,72 EUR / pot;30 jour(s)
Crèmerie Œufs Fromages;Beurre micropain doux bio;TG NATURA;301709;Frais;Portion de 10 g. Boite de 100 portions. ;boite; 13,59 EUR; 13,59 EUR / kg;  0,14 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Oeuf frais vrac catégorie 0. bio;TG NATURA;301712;Frais;Boite de 318 g. Colis de 16 boites. Boite de 6 portions. ;colis; 40,69 EUR;  8,00 EUR / kg;  2,54 EUR / boite;7 jour(s)
Crèmerie Œufs Fromages;Beurre demi sel bio;TG NATURA;301714;Frais;Par plaque de 250 g. Colis de 20 plaques. ;plaque;  3,30 EUR; 13,19 EUR / kg; 65,94 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Beurre doux bio;TG NATURA;301715;Frais;Par plaque de 250 g. Colis de 20 plaques. ;plaque;  3,48 EUR; 13,93 EUR / kg; 69,64 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Lait demi écrémé uht bio;TG NATURA;301716;Frais;Brick de 1 litre. Colis de 6 bricks. ;colis;  8,13 EUR;  1,36 EUR / L;  1,36 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Camembert au lait thermisé. 23% m.g. bio;TG NATURA;301718;Frais;Par pièce de 250 g. Colis de 12 pièces. ;pièce;  3,72 EUR; 14,89 EUR / kg; 44,66 EUR / colis;5 jour(s)
Desserts Glaces;Mini crêpe moelleuse au lait. frais écrémé diamètre 10 cm. pièce de 15 g;TG QUALITY;301760;Surgele;Portion de 15 g. Colis de 180 portions. ;colis; 22,67 EUR;  8,39 EUR / kg;  0,13 EUR / Portion;30 jour(s)
Desserts Glaces;Compote de pommes allégée;TG ECONOMY;301803;Ambiant;Par boite 5/1 de 4.2 kg. Colis de 3 boites 5/1. ;boite 5/1;  7,52 EUR;  1,79 EUR / kg; 22,56 EUR / colis;30 jour(s)
Épicerie;Muesli bio;TG NATURA;301834;Ambiant;Par sachet de 2 kg. Colis de 6 sachets. ;sachet;  6,22 EUR;  3,11 EUR / kg; 37,34 EUR / colis;30 jour(s)
Épicerie;Muesli aux fruits rouges bio;TG NATURA;301835;Ambiant;Par sachet de 2 kg. Colis de 6 sachets. ;sachet; 12,20 EUR;  6,10 EUR / kg; 73,21 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Pâtes penne rigate à la. semoule de blé dur. bio;TG NATURA;301850;Ambiant;Par sac de 5 kg. Colis de 2 sacs. ;sac; 11,96 EUR;  2,39 EUR / kg; 23,92 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Sauce soja salée;TG QUALITY;301889;Ambiant;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille;  7,51 EUR;  7,51 EUR / L; 45,03 EUR / colis;30 jour(s)
Charcuterie Traiteur;Mais doux superweet sous vide;TG QUALITY;301921;Ambiant;Par boite 4/4 de 670 g. Colis de 12 boites 4/4. ;boite 4/4;  1,81 EUR;  2,69 EUR / kg; 21,66 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Bouillon de volaille;TG QUALITY;301922;Ambiant;Par boite de 700 g. Colis de 8 boites. ;boite;  6,64 EUR;  9,49 EUR / kg; 53,15 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Fumet de poisson;TG QUALITY;301924;Ambiant;Par boite de 900 g. Colis de 8 boites. ;boite;  8,90 EUR;  9,89 EUR / kg; 71,20 EUR / colis;30 jour(s)
Desserts Glaces;Sorbet framboise bio;ATELIER DES ECRINS;301925;Surgele;Pot de 140 ml. Colis de 15 pots. ;colis; 25,74 EUR; 12,26 EUR / L;  1,72 EUR / pot;30 jour(s)
Crèmerie Œufs Fromages;Tomme de normandie;TG ORIGINE;301978;Frais;Par pièce de 1.9 kg. ;pièce; 22,32 EUR; 11,75 EUR / kg;;7 jour(s)
Accompagnements Assaisonnement;Frites enrobées 6x6 préfrites;TG QUALITY;302087;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  5,48 EUR;  2,19 EUR / kg; 21,91 EUR / colis;30 jour(s)
Fruits et Légumes;Laitue. catégorie 1. France;STKFL;302114;Frais;Pièce de 350 g. Colis de 6 pièces. ;colis;  6,82 EUR;  3,25 EUR / kg;  1,14 EUR / pièce;
Fruits et Légumes;Pommes Golden 136/165. catégorie 1. France;STKFL;302123;Frais;Par sachet de 2 kg. ;sachet;  3,21 EUR;  1,61 EUR / kg;;
Crèmerie Œufs Fromages;Yaourt fermier nature bio;TG ORIGINE;302124;Frais;Portion de 125 g. Colis de 24 portions. ;colis; 15,23 EUR;  5,08 EUR / kg;  0,63 EUR / Portion;7 jour(s)
Accompagnements Assaisonnement;Lait de coco;TG QUALITY;302189;Ambiant;Par brick de 1 litre. Colis de 12 bricks. ;brick;  1,95 EUR;  1,95 EUR / L; 23,34 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Sucre poudre;TG QUALITY;302223;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet;  1,05 EUR;  1,05 EUR / kg; 10,51 EUR / colis;
Charcuterie Traiteur;Carottes rapées;TG QUALITY;302231;Frais;Par barquette de 2 kg. ;barquette;  5,88 EUR;  2,94 EUR / kg;;7 jour(s)
Charcuterie Traiteur;Céleri remoulade;TG QUALITY;302232;Frais;Par barquette de 2.1 kg. ;barquette;  6,70 EUR;  3,19 EUR / kg;;7 jour(s)
Charcuterie Traiteur;Champignons à la grecque;TG QUALITY;302233;Frais;Par barquette de 2.4 kg. ;barquette; 16,16 EUR;  6,73 EUR / kg;;7 jour(s)
Charcuterie Traiteur;Macédoine de légumes;TG QUALITY;302235;Frais;Par barquette de 2.4 kg. ;barquette;  7,57 EUR;  3,15 EUR / kg;;7 jour(s)
Charcuterie Traiteur;Taboulé oriental;TG QUALITY;302240;Frais;Par barquette de 2.4 kg. ;barquette;  7,82 EUR;  3,26 EUR / kg;;7 jour(s)
